Date;Open;High;Low;Close;Adj Close;Volume;Average
17-08-2011;32.090.000;33.320.000;30.809.999;31.580.000;31.580.000;0;31835000
18-08-2011;36.770.000;45.279.999;36.689.999;42.669.998;42.669.998;0;39719999
19-08-2011;45.340.000;45.400.002;39.990.002;43.049.999;43.049.999;0;44194999,5
22-08-2011;38.799.999;43.580.002;38.779.999;42.439.999;42.439.999;0;40619999
23-08-2011;41.889.999;42.540.001;35.830.002;36.270.000;36.270.000;0;39079999,5
24-08-2011;37.119.999;37.380.001;34.549.999;35.900.002;35.900.002;0;36510000,5
25-08-2011;34.430.000;40.139.999;34.049.999;39.759.998;39.759.998;0;37094999
26-08-2011;41.180.000;43.840.000;34.330.002;35.590.000;35.590.000;0;38385000
29-08-2011;33.810.001;33.810.001;32.209.999;32.279.999;32.279.999;0;33045000
30-08-2011;32.970.001;33.549.999;31.549.999;32.889.999;32.889.999;0;32930000
31-08-2011;31.200.001;32.529.999;30.160.000;31.620.001;31.620.001;0;31410001
01-09-2011;31.910.000;32.380.001;30.760.000;31.820.000;31.820.000;0;31865000
02-09-2011;34.290.001;34.740.002;32.700.001;33.919.998;33.919.998;0;34104999,5
06-09-2011;39.840.000;39.860.001;37.000.000;37.000.000;37.000.000;0;38420000
07-09-2011;34.240.002;34.700.001;33.380.001;33.380.001;33.380.001;0;33810001,5
08-09-2011;34.410.000;34.709.999;32.790.001;34.320.000;34.320.000;0;34365000
09-09-2011;35.529.999;40.740.002;35.529.999;38.520.000;38.520.000;0;37024999,5
12-09-2011;42.560.001;43.180.000;38.580.002;38.590.000;38.590.000;0;40575000,5
13-09-2011;38.680.000;39.430.000;36.689.999;36.910.000;36.910.000;0;37795000
14-09-2011;36.590.000;37.759.998;33.400.002;34.599.998;34.599.998;0;35594999
15-09-2011;33.430.000;33.980.000;31.750.000;31.969.999;31.969.999;0;32699999,5
16-09-2011;31.809.999;32.480.000;30.430.000;30.980.000;30.980.000;0;31394999,5
19-09-2011;34.799.999;35.330.002;32.349.998;32.730.000;32.730.000;0;33764999,5
20-09-2011;32.419.998;33.139.999;31.450.001;32.860.001;32.860.001;0;32639999,5
21-09-2011;33.000.000;37.320.000;32.450.001;37.320.000;37.320.000;0;35160000
22-09-2011;41.000.000;43.869.999;39.330.002;41.349.998;41.349.998;0;41174999
23-09-2011;42.169.998;42.820.000;40.419.998;41.250.000;41.250.000;0;41709999
26-09-2011;40.990.002;43.340.000;39.020.000;39.020.000;39.020.000;0;40005001
27-09-2011;36.590.000;38.570.000;35.320.000;37.709.999;37.709.999;0;37149999,5
28-09-2011;37.700.001;41.240.002;36.650.002;41.080.002;41.080.002;0;39390001,5
29-09-2011;38.619.999;42.000.000;38.029.999;38.840.000;38.840.000;0;38729999,5
30-09-2011;40.930.000;42.990.002;39.880.001;42.959.999;42.959.999;0;41944999,5
03-10-2011;44.250.000;45.549.999;41.509.998;45.450.001;45.450.001;0;44850000,5
04-10-2011;46.180.000;46.880.001;40.020.000;40.820.000;40.820.000;0;43500000
05-10-2011;40.730.000;41.200.001;37.509.998;37.810.001;37.810.001;0;39270000,5
06-10-2011;38.240.002;38.740.002;36.150.002;36.270.000;36.270.000;0;37255001
07-10-2011;35.669.998;37.820.000;35.189.999;36.200.001;36.200.001;0;35934999,5
10-10-2011;35.450.001;35.450.001;32.959.999;33.020.000;33.020.000;0;34235000,5
11-10-2011;33.950.001;34.240.002;32.619.999;32.860.001;32.860.001;0;33405001
12-10-2011;31.570.000;31.930.000;29.790.001;31.260.000;31.260.000;0;31415000
13-10-2011;31.990.000;32.759.998;30.480.000;30.700.001;30.700.001;0;31345000,5
14-10-2011;29.070.000;29.959.999;28.080.000;28.240.000;28.240.000;0;28655000
17-10-2011;30.350.000;33.389.999;30.120.001;33.389.999;33.389.999;0;31869999,5
18-10-2011;33.369.999;34.709.999;29.690.001;31.559.999;31.559.999;0;32464999
19-10-2011;32.919.998;35.470.001;31.910.000;34.439.999;34.439.999;0;33679998,5
20-10-2011;34.439.999;36.869.999;34.160.000;34.779.999;34.779.999;0;34609999
21-10-2011;32.759.998;32.980.000;31.320.000;31.320.000;31.320.000;0;32039999
24-10-2011;31.670.000;31.700.001;28.840.000;29.260.000;29.260.000;0;30465000
25-10-2011;30.680.000;32.459.999;30.320.000;32.220.001;32.220.001;0;31450000,5
26-10-2011;30.440.001;33.299.999;29.629.999;29.860.001;29.860.001;0;30150001
27-10-2011;24.719.999;26.459.999;24.700.001;25.459.999;25.459.999;0;25089999
28-10-2011;26.020.000;26.020.000;24.440.001;24.530.001;24.530.001;0;25275000,5
31-10-2011;27.090.000;29.969.999;27.010.000;29.959.999;29.959.999;0;28524999,5
01-11-2011;36.029.999;37.529.999;33.869.999;34.770.000;34.770.000;0;35399999,5
02-11-2011;33.529.999;34.270.000;32.549.999;32.740.002;32.740.002;0;33135000,5
03-11-2011;31.379.999;34.650.002;30.209.999;30.500.000;30.500.000;0;30939999,5
04-11-2011;31.459.999;32.560.001;30.139.999;30.160.000;30.160.000;0;30809999,5
07-11-2011;31.400.000;32.150.002;29.850.000;29.850.000;29.850.000;0;30625000
08-11-2011;29.340.000;30.490.000;27.469.999;27.480.000;27.480.000;0;28410000
09-11-2011;31.320.000;36.430.000;30.980.000;36.160.000;36.160.000;0;33740000
10-11-2011;33.090.000;35.500.000;32.119.999;32.810.001;32.810.001;0;32950000,5
11-11-2011;29.910.000;30.420.000;29.450.001;30.040.001;30.040.001;0;29975000,5
14-11-2011;31.420.000;32.849.998;31.129.999;31.129.999;31.129.999;0;31274999,5
15-11-2011;31.740.000;32.549.999;30.400.000;31.219.999;31.219.999;0;31479999,5
16-11-2011;32.660.000;33.509.998;30.540.001;33.509.998;33.509.998;0;33084999
17-11-2011;33.150.002;36.459.999;32.889.999;34.509.998;34.509.998;0;33830000
18-11-2011;33.160.000;33.990.002;31.920.000;32.000.000;32.000.000;0;32580000
21-11-2011;34.590.000;35.290.001;32.529.999;32.910.000;32.910.000;0;33750000
22-11-2011;33.119.999;33.389.999;31.280.001;31.969.999;31.969.999;0;32544999
23-11-2011;32.910.000;34.570.000;32.680.000;33.980.000;33.980.000;0;33445000
25-11-2011;34.610.001;34.770.000;33.119.999;34.470.001;34.470.001;0;34540001
28-11-2011;31.930.000;33.110.001;29.469.999;32.130.001;32.130.001;0;32030000,5
29-11-2011;31.760.000;32.020.000;30.559.999;30.639.999;30.639.999;0;31199999,5
30-11-2011;27.719.999;28.500.000;27.030.001;27.799.999;27.799.999;0;27759999
01-12-2011;27.629.999;27.889.999;26.639.999;27.410.000;27.410.000;0;27519999,5
02-12-2011;26.260.000;27.620.001;25.290.001;27.520.000;27.520.000;0;26890000
05-12-2011;26.740.000;28.309.999;26.000.000;27.840.000;27.840.000;0;27290000
06-12-2011;27.910.000;28.129.999;27.410.000;28.129.999;28.129.999;0;28019999,5
07-12-2011;28.610.001;29.580.000;28.440.001;28.670.000;28.670.000;0;28640000,5
08-12-2011;29.629.999;30.910.000;29.020.000;30.590.000;30.590.000;0;30109999,5
09-12-2011;29.610.001;29.610.001;26.290.001;26.379.999;26.379.999;0;27995000
12-12-2011;26.780.001;27.730.000;25.639.999;25.670.000;25.670.000;0;26225000,5
13-12-2011;24.719.999;26.280.001;23.270.000;25.410.000;25.410.000;0;25064999,5
14-12-2011;26.160.000;27.549.999;25.760.000;26.040.001;26.040.001;0;26100000,5
15-12-2011;24.379.999;25.280.001;23.879.999;25.110.001;25.110.001;0;24745000
16-12-2011;24.160.000;25.020.000;23.510.000;24.290.001;24.290.001;0;24225000,5
19-12-2011;25.139.999;25.379.999;24.379.999;24.920.000;24.920.000;0;25029999,5
20-12-2011;23.559.999;23.580.000;22.540.001;23.219.999;23.219.999;0;23389999
21-12-2011;22.520.000;23.940.001;21.120.001;21.430.000;21.430.000;0;21975000
22-12-2011;21.080.000;21.330.000;20.340.000;21.160.000;21.160.000;0;21120000
23-12-2011;21.100.000;21.209.999;20.719.999;20.730.000;20.730.000;0;20915000
27-12-2011;22.580.000;22.660.000;21.680.000;21.910.000;21.910.000;0;22245000
28-12-2011;22.120.001;23.559.999;22.110.001;23.520.000;23.520.000;0;22820000,5
29-12-2011;23.520.000;23.520.000;22.650.000;22.650.000;22.650.000;0;23085000
30-12-2011;22.860.001;23.459.999;22.650.000;23.400.000;23.400.000;0;23130000,5
03-01-2012;22.950.001;23.100.000;22.540.001;22.969.999;22.969.999;0;22960000
04-01-2012;23.440.001;23.730.000;22.219.999;22.219.999;22.219.999;0;22830000
05-01-2012;22.750.000;23.090.000;21.340.000;21.480.000;21.480.000;0;22115000
06-01-2012;21.240.000;21.719.999;20.580.000;20.629.999;20.629.999;0;20934999,5
09-01-2012;21.670.000;21.780.001;21.000.000;21.070.000;21.070.000;0;21370000
10-01-2012;20.139.999;20.690.001;20.049.999;20.690.001;20.690.001;0;20415000
11-01-2012;21.180.000;21.219.999;20.980.000;21.049.999;21.049.999;0;21114999,5
12-01-2012;21.010.000;22.030.001;20.459.999;20.469.999;20.469.999;0;20739999,5
13-01-2012;21.410.000;22.430.000;20.910.000;20.910.000;20.910.000;0;21160000
17-01-2012;20.900.000;22.250.000;20.690.001;22.200.001;22.200.001;0;21550000,5
18-01-2012;23.200.001;23.440.001;20.780.001;20.889.999;20.889.999;0;22045000
19-01-2012;20.490.000;20.870.001;19.450.001;19.870.001;19.870.001;0;20180000,5
20-01-2012;19.910.000;19.940.001;18.160.000;18.280.001;18.280.001;0;19095000,5
23-01-2012;19.219.999;19.309.999;18.549.999;18.670.000;18.670.000;0;18944999,5
24-01-2012;19.760.000;20.000.000;18.629.999;18.910.000;18.910.000;0;19335000
25-01-2012;19.350.000;19.549.999;17.150.000;18.309.999;18.309.999;0;18829999,5
26-01-2012;17.959.999;19.170.000;16.799.999;18.570.000;18.570.000;0;18264999,5
27-01-2012;19.160.000;19.160.000;18.260.000;18.530.001;18.530.001;0;18845000,5
30-01-2012;20.330.000;20.330.000;19.379.999;19.400.000;19.400.000;0;19865000
31-01-2012;19.070.000;19.840.000;18.129.999;19.440.001;19.440.001;0;19255000,5
01-02-2012;18.680.000;18.820.000;17.990.000;18.549.999;18.549.999;0;18614999,5
02-02-2012;18.379.999;18.500.000;17.980.000;17.980.000;17.980.000;0;18179999,5
03-02-2012;16.840.000;17.320.000;16.100.000;17.100.000;17.100.000;0;16970000
06-02-2012;17.980.000;18.020.000;16.110.001;17.760.000;17.760.000;0;17870000
07-02-2012;17.930.000;18.100.000;17.500.000;17.650.000;17.650.000;0;17790000
08-02-2012;17.790.001;18.459.999;17.530.001;18.160.000;18.160.000;0;17975000,5
09-02-2012;18.120.001;18.719.999;18.070.000;18.629.999;18.629.999;0;18375000
10-02-2012;20.100.000;21.980.000;19.020.000;20.790.001;20.790.001;0;20445000,5
13-02-2012;19.639.999;19.680.000;17.920.000;19.040.001;19.040.001;0;19340000
14-02-2012;19.450.001;20.760.000;18.950.001;19.540.001;19.540.001;0;19495001
15-02-2012;19.740.000;21.770.000;19.440.001;21.139.999;21.139.999;0;20439999,5
16-02-2012;21.590.000;21.760.000;19.219.999;19.219.999;19.219.999;0;20404999,5
17-02-2012;18.730.000;18.790.001;17.540.001;17.780.001;17.780.001;0;18255000,5
21-02-2012;18.410.000;18.940.001;17.650.000;18.190.001;18.190.001;0;18300000,5
22-02-2012;18.850.000;18.940.001;17.740.000;18.190.001;18.190.001;0;18520000,5
23-02-2012;18.730.000;18.969.999;16.639.999;16.799.999;16.799.999;0;17764999,5
24-02-2012;16.680.000;17.620.001;16.420.000;17.309.999;17.309.999;0;16994999,5
27-02-2012;19.100.000;19.250.000;17.580.000;18.190.001;18.190.001;0;18645000,5
28-02-2012;18.670.000;18.670.000;17.879.999;17.959.999;17.959.999;0;18314999,5
29-02-2012;17.799.999;18.750.000;17.530.001;18.430.000;18.430.000;0;18114999,5
01-03-2012;18.020.000;18.030.001;17.260.000;17.260.000;17.260.000;0;17640000
02-03-2012;17.650.000;17.650.000;17.139.999;17.290.001;17.290.001;0;17470000,5
05-03-2012;18.270.000;18.900.000;18.020.000;18.049.999;18.049.999;0;18159999,5
06-03-2012;20.570.000;21.240.000;20.299.999;20.870.001;20.870.001;0;20720000,5
07-03-2012;20.430.000;20.440.001;19.070.000;19.070.000;19.070.000;0;19750000
08-03-2012;18.080.000;18.459.999;17.760.000;17.950.001;17.950.001;0;18015000,5
09-03-2012;17.160.000;17.540.001;16.629.999;17.110.001;17.110.001;0;17135000,5
12-03-2012;15.790.000;16.670.000;15.230.000;15.640.000;15.640.000;0;15715000
13-03-2012;14.000.000;16.080.000;13.990.000;14.800.000;14.800.000;0;14400000
14-03-2012;14.420.000;16.190.001;14.390.000;15.310.000;15.310.000;0;14865000
15-03-2012;15.320.000;16.059.999;14.580.000;15.420.000;15.420.000;0;15370000
16-03-2012;14.430.000;15.240.000;13.660.000;14.470.000;14.470.000;0;14450000
19-03-2012;15.420.000;15.430.000;14.540.000;15.040.000;15.040.000;0;15230000
20-03-2012;15.820.000;15.950.000;15.110.000;15.580.000;15.580.000;0;15700000
21-03-2012;14.720.000;15.310.000;14.190.000;15.130.000;15.130.000;0;14925000
22-03-2012;16.040.001;16.580.000;15.560.000;15.570.000;15.570.000;0;15805000,5
23-03-2012;15.650.000;16.389.999;14.690.000;14.820.000;14.820.000;0;15235000
26-03-2012;14.510.000;15.030.000;14.260.000;14.260.000;14.260.000;0;14385000
27-03-2012;14.520.000;15.590.000;14.140.000;15.590.000;15.590.000;0;15055000
28-03-2012;15.580.000;17.270.000;15.400.000;15.470.000;15.470.000;0;15525000
29-03-2012;16.840.000;17.200.001;15.390.000;15.480.000;15.480.000;0;16160000
30-03-2012;14.880.000;15.980.000;14.670.000;15.500.000;15.500.000;0;15190000
02-04-2012;16.350.000;16.580.000;15.020.000;15.640.000;15.640.000;0;15995000
03-04-2012;15.610.000;16.650.000;15.560.000;15.660.000;15.660.000;0;15635000
04-04-2012;17.070.000;17.740.000;16.309.999;16.440.001;16.440.001;0;16755000,5
05-04-2012;17.020.000;17.129.999;16.290.001;16.700.001;16.700.001;0;16860000,5
09-04-2012;18.940.001;18.940.001;17.930.000;18.809.999;18.809.999;0;18875000
10-04-2012;19.100.000;21.059.999;18.620.001;20.389.999;20.389.999;0;19744999,5
11-04-2012;19.219.999;20.120.001;18.730.000;20.020.000;20.020.000;0;19619999,5
12-04-2012;19.629.999;19.740.000;17.200.001;17.200.001;17.200.001;0;18415000
13-04-2012;17.950.001;19.620.001;17.850.000;19.549.999;19.549.999;0;18750000
16-04-2012;18.870.001;20.420.000;18.600.000;19.549.999;19.549.999;0;19210000
17-04-2012;18.660.000;18.660.000;17.580.000;18.459.999;18.459.999;0;18559999,5
18-04-2012;19.020.000;19.170.000;17.700.001;18.639.999;18.639.999;0;18829999,5
19-04-2012;18.510.000;19.690.001;17.690.001;18.360.001;18.360.001;0;18435000,5
20-04-2012;17.920.000;18.049.999;16.969.999;17.440.001;17.440.001;0;17680000,5
23-04-2012;20.219.999;20.270.000;18.950.001;18.969.999;18.969.999;0;19594999
24-04-2012;19.219.999;19.219.999;18.090.000;18.100.000;18.100.000;0;18659999,5
25-04-2012;17.049.999;17.379.999;16.820.000;16.820.000;16.820.000;0;16934999,5
26-04-2012;16.969.999;17.040.001;15.750.000;16.240.000;16.240.000;0;16604999,5
27-04-2012;15.830.000;16.469.999;15.830.000;16.320.000;16.320.000;0;16075000
30-04-2012;17.040.001;17.410.000;16.920.000;17.150.000;17.150.000;0;17095000,5
01-05-2012;17.270.000;17.490.000;16.010.000;16.600.000;16.600.000;0;16935000
02-05-2012;17.250.000;17.629.999;16.780.001;16.879.999;16.879.999;0;17064999,5
03-05-2012;16.900.000;17.920.000;16.730.000;17.559.999;17.559.999;0;17229999,5
04-05-2012;18.030.001;19.280.001;17.809.999;19.160.000;19.160.000;0;18595000,5
07-05-2012;19.799.999;19.870.001;18.410.000;18.940.001;18.940.001;0;19370000
08-05-2012;19.440.001;20.910.000;17.950.001;19.049.999;19.049.999;0;19245000
09-05-2012;20.650.000;21.590.000;19.379.999;20.080.000;20.080.000;0;20365000
10-05-2012;19.250.000;19.879.999;18.770.000;18.830.000;18.830.000;0;19040000
11-05-2012;19.930.000;19.940.001;18.620.001;19.889.999;19.889.999;0;19909999,5
14-05-2012;21.469.999;21.870.001;20.940.001;21.870.001;21.870.001;0;21670000
15-05-2012;21.430.000;22.700.001;20.760.000;21.969.999;21.969.999;0;21699999,5
16-05-2012;21.540.001;22.690.001;20.830.000;22.270.000;22.270.000;0;21905000,5
17-05-2012;21.990.000;24.510.000;21.870.001;24.490.000;24.490.000;0;23240000
18-05-2012;23.270.000;25.139.999;23.070.000;25.100.000;25.100.000;0;24185000
21-05-2012;24.879.999;24.879.999;22.010.000;22.010.000;22.010.000;0;23444999,5
22-05-2012;21.760.000;23.190.001;19.980.000;22.480.000;22.480.000;0;22120000
23-05-2012;23.320.000;24.620.001;21.990.000;22.330.000;22.330.000;0;22825000
24-05-2012;22.000.000;23.219.999;21.480.000;21.540.001;21.540.001;0;21770000,5
25-05-2012;22.049.999;22.290.001;21.299.999;21.760.000;21.760.000;0;21904999,5
29-05-2012;21.700.001;22.469.999;20.990.000;21.030.001;21.030.001;0;21365001
30-05-2012;22.680.000;24.139.999;22.660.000;24.139.999;24.139.999;0;23409999,5
31-05-2012;23.830.000;25.459.999;22.780.001;24.059.999;24.059.999;0;23944999,5
01-06-2012;25.870.001;26.709.999;23.940.001;26.660.000;26.660.000;0;26265000,5
04-06-2012;26.350.000;27.730.000;25.719.999;26.120.001;26.120.001;0;26235000,5
05-06-2012;25.900.000;25.900.000;24.500.000;24.680.000;24.680.000;0;25290000
06-06-2012;23.760.000;23.889.999;21.799.999;22.160.000;22.160.000;0;22960000
07-06-2012;21.000.000;22.480.000;20.740.000;21.719.999;21.719.999;0;21359999,5
08-06-2012;22.540.001;23.100.000;20.290.001;21.230.000;21.230.000;0;21885000,5
11-06-2012;19.870.001;23.559.999;19.629.999;23.559.999;23.559.999;0;21715000
12-06-2012;23.150.000;23.900.000;22.090.000;22.090.000;22.090.000;0;22620000
13-06-2012;22.930.000;24.930.000;22.660.000;24.270.000;24.270.000;0;23600000
14-06-2012;24.190.001;24.809.999;21.549.999;21.680.000;21.680.000;0;22935000,5
15-06-2012;22.469.999;23.090.000;20.610.001;21.110.001;21.110.001;0;21790000
18-06-2012;21.760.000;21.980.000;18.240.000;18.320.000;18.320.000;0;20040000
19-06-2012;17.660.000;18.620.001;17.360.001;18.379.999;18.379.999;0;18019999,5
20-06-2012;17.959.999;20.049.999;17.090.000;17.240.000;17.240.000;0;17599999,5
21-06-2012;16.889.999;20.480.000;16.770.000;20.080.000;20.080.000;0;18484999,5
22-06-2012;18.650.000;19.370.001;17.900.000;18.110.001;18.110.001;0;18380000,5
25-06-2012;20.469.999;21.360.001;19.889.999;20.379.999;20.379.999;0;20424999
26-06-2012;20.010.000;20.570.000;19.420.000;19.719.999;19.719.999;0;19864999,5
27-06-2012;19.549.999;20.120.001;19.379.999;19.450.001;19.450.001;0;19500000
28-06-2012;20.330.000;21.190.001;19.600.000;19.709.999;19.709.999;0;20019999,5
29-06-2012;17.520.000;19.709.999;16.870.001;17.080.000;17.080.000;0;17300000
02-07-2012;17.620.001;18.190.001;16.660.000;16.799.999;16.799.999;0;17210000
03-07-2012;16.670.000;16.920.000;16.270.000;16.660.000;16.660.000;0;16665000
05-07-2012;17.610.001;18.219.999;17.180.000;17.500.000;17.500.000;0;17555000,5
06-07-2012;18.200.001;18.250.000;16.950.001;17.100.000;17.100.000;0;17650000,5
09-07-2012;18.170.000;18.320.000;17.730.000;17.980.000;17.980.000;0;18075000
10-07-2012;17.510.000;19.190.001;17.290.001;18.719.999;18.719.999;0;18114999,5
11-07-2012;17.980.000;19.170.000;17.840.000;17.950.001;17.950.001;0;17965000,5
12-07-2012;18.820.000;19.510.000;17.750.000;18.330.000;18.330.000;0;18575000
13-07-2012;17.780.001;17.820.000;16.360.001;16.740.000;16.740.000;0;17260000,5
16-07-2012;17.309.999;17.320.000;16.459.999;17.110.001;17.110.001;0;17210000
17-07-2012;16.719.999;17.459.999;16.090.000;16.480.000;16.480.000;0;16599999,5
18-07-2012;16.809.999;16.809.999;15.690.000;16.160.000;16.160.000;0;16484999,5
19-07-2012;16.059.999;16.700.001;15.450.000;15.450.000;15.450.000;0;15754999,5
20-07-2012;16.650.000;17.049.999;15.970.000;16.270.000;16.270.000;0;16460000
23-07-2012;20.410.000;20.490.000;18.340.000;18.620.001;18.620.001;0;19515000,5
24-07-2012;18.379.999;21.000.000;18.370.001;20.469.999;20.469.999;0;19424999
25-07-2012;19.790.001;20.670.000;18.990.000;19.340.000;19.340.000;0;19565000,5
26-07-2012;17.680.000;18.469.999;17.070.000;17.530.001;17.530.001;0;17605000,5
27-07-2012;17.110.001;17.299.999;16.520.000;16.700.001;16.700.001;0;16905001
30-07-2012;17.549.999;18.080.000;17.230.000;18.030.001;18.030.001;0;17790000
31-07-2012;18.400.000;19.090.000;18.260.000;18.930.000;18.930.000;0;18665000
01-08-2012;18.799.999;19.180.000;18.200.001;18.959.999;18.959.999;0;18879999
02-08-2012;19.049.999;19.250.000;17.559.999;17.570.000;17.570.000;0;18309999,5
03-08-2012;16.049.999;16.450.001;15.640.000;15.640.000;15.640.000;0;15844999,5
06-08-2012;15.850.000;16.270.000;15.820.000;15.950.000;15.950.000;0;15900000
07-08-2012;15.550.000;16.030.001;15.480.000;15.990.000;15.990.000;0;15770000
08-08-2012;16.459.999;16.469.999;15.270.000;15.320.000;15.320.000;0;15889999,5
09-08-2012;15.390.000;15.670.000;15.280.000;15.280.000;15.280.000;0;15335000
10-08-2012;15.340.000;15.500.000;14.730.000;14.740.000;14.740.000;0;15040000
13-08-2012;14.090.000;14.670.000;13.670.000;13.700.000;13.700.000;0;13895000
14-08-2012;13.910.000;15.060.000;13.910.000;14.850.000;14.850.000;0;14380000
15-08-2012;14.820.000;14.980.000;14.360.000;14.630.000;14.630.000;0;14725000
16-08-2012;14.880.000;15.150.000;14.280.000;14.290.000;14.290.000;0;14585000
17-08-2012;14.230.000;14.300.000;13.300.000;13.450.000;13.450.000;0;13840000
20-08-2012;14.110.000;14.780.000;13.380.000;14.020.000;14.020.000;0;14065000
21-08-2012;14.100.000;15.440.000;13.460.000;15.020.000;15.020.000;0;14560000
22-08-2012;15.320.000;15.520.000;14.750.000;15.110.000;15.110.000;0;15215000
23-08-2012;15.000.000;16.450.001;15.000.000;15.960.000;15.960.000;0;15480000
24-08-2012;15.990.000;16.000.000;15.180.000;15.180.000;15.180.000;0;15585000
27-08-2012;16.150.000;16.379.999;15.750.000;16.350.000;16.350.000;0;16250000
28-08-2012;16.320.000;16.920.000;16.010.000;16.490.000;16.490.000;0;16405000
29-08-2012;16.610.001;17.059.999;16.500.000;17.059.999;17.059.999;0;16835000
30-08-2012;17.480.000;18.049.999;17.440.001;17.830.000;17.830.000;0;17655000
31-08-2012;17.250.000;18.040.001;16.559.999;17.469.999;17.469.999;0;17359999,5
04-09-2012;18.650.000;18.959.999;17.850.000;17.980.000;17.980.000;0;18315000
05-09-2012;17.379.999;17.840.000;16.990.000;17.740.000;17.740.000;0;17559999,5
06-09-2012;17.299.999;17.299.999;15.600.000;15.600.000;15.600.000;0;16449999,5
07-09-2012;15.600.000;15.600.000;14.330.000;14.380.000;14.380.000;0;14990000
10-09-2012;14.270.000;16.280.001;13.970.000;16.280.001;16.280.001;0;15275000,5
11-09-2012;16.110.001;16.410.000;15.460.000;16.410.000;16.410.000;0;16260000,5
12-09-2012;15.590.000;16.309.999;15.430.000;15.800.000;15.800.000;0;15695000
13-09-2012;15.600.000;16.540.001;13.910.000;14.050.000;14.050.000;0;14825000
14-09-2012;13.820.000;14.710.000;13.510.000;14.510.000;14.510.000;0;14165000
17-09-2012;14.670.000;14.920.000;14.380.000;14.590.000;14.590.000;0;14630000
18-09-2012;14.510.000;14.880.000;13.970.000;14.180.000;14.180.000;0;14345000
19-09-2012;13.950.000;14.080.000;13.610.000;13.880.000;13.880.000;0;13915000
20-09-2012;14.630.000;14.670.000;14.070.000;14.070.000;14.070.000;0;14350000
21-09-2012;13.940.000;14.180.000;13.690.000;13.980.000;13.980.000;0;13960000
24-09-2012;15.060.000;15.060.000;13.870.000;14.150.000;14.150.000;0;14605000
25-09-2012;14.190.000;15.720.000;14.030.000;15.430.000;15.430.000;0;14810000
26-09-2012;15.830.000;17.080.000;15.830.000;16.809.999;16.809.999;0;16319999,5
27-09-2012;16.379.999;16.500.000;14.830.000;14.840.000;14.840.000;0;15609999,5
28-09-2012;15.230.000;15.770.000;14.950.000;15.730.000;15.730.000;0;15480000
01-10-2012;16.030.001;16.530.001;15.130.000;16.320.000;16.320.000;0;16175000,5
02-10-2012;15.850.000;16.500.000;15.700.000;15.710.000;15.710.000;0;15780000
03-10-2012;15.630.000;16.020.000;15.130.000;15.430.000;15.430.000;0;15530000
04-10-2012;15.230.000;15.330.000;14.530.000;14.550.000;14.550.000;0;14890000
05-10-2012;13.680.000;14.780.000;13.670.000;14.330.000;14.330.000;0;14005000
08-10-2012;15.190.000;15.460.000;15.040.000;15.110.000;15.110.000;0;15150000
09-10-2012;15.280.000;16.400.000;15.180.000;16.370.001;16.370.001;0;15825000,5
10-10-2012;16.520.000;16.790.001;16.129.999;16.290.001;16.290.001;0;16405000,5
11-10-2012;15.330.000;15.800.000;15.310.000;15.590.000;15.590.000;0;15460000
12-10-2012;15.410.000;16.180.000;14.960.000;16.139.999;16.139.999;0;15774999,5
15-10-2012;16.049.999;16.209.999;15.230.000;15.270.000;15.270.000;0;15659999,5
16-10-2012;14.840.000;15.230.000;14.500.000;15.220.000;15.220.000;0;15030000
17-10-2012;15.430.000;15.630.000;14.900.000;15.070.000;15.070.000;0;15250000
18-10-2012;15.250.000;15.500.000;14.680.000;15.030.000;15.030.000;0;15140000
19-10-2012;14.910.000;17.600.000;14.900.000;17.059.999;17.059.999;0;15984999,5
22-10-2012;17.440.001;17.980.000;16.620.001;16.620.001;16.620.001;0;17030001
23-10-2012;18.230.000;19.650.000;18.170.000;18.830.000;18.830.000;0;18530000
24-10-2012;18.219.999;18.670.000;17.930.000;18.330.000;18.330.000;0;18274999,5
25-10-2012;17.559.999;18.639.999;17.299.999;18.120.001;18.120.001;0;17840000
26-10-2012;18.030.001;18.639.999;17.520.000;17.809.999;17.809.999;0;17920000
31-10-2012;17.680.000;18.840.000;17.559.999;18.600.000;18.600.000;0;18140000
01-11-2012;17.770.000;17.790.001;16.450.001;16.690.001;16.690.001;0;17230000,5
02-11-2012;16.059.999;17.600.000;16.049.999;17.590.000;17.590.000;0;16824999,5
05-11-2012;18.330.000;18.700.001;18.129.999;18.420.000;18.420.000;0;18375000
06-11-2012;18.160.000;18.170.000;17.190.001;17.580.000;17.580.000;0;17870000
07-11-2012;17.719.999;19.400.000;17.620.001;19.080.000;19.080.000;0;18399999,5
08-11-2012;18.690.001;18.690.001;17.959.999;18.490.000;18.490.000;0;18590000,5
09-11-2012;18.799.999;18.809.999;17.670.000;18.610.001;18.610.001;0;18705000
12-11-2012;18.150.000;18.150.000;16.450.001;16.680.000;16.680.000;0;17415000
13-11-2012;17.360.001;17.379.999;16.120.001;16.650.000;16.650.000;0;17005000,5
14-11-2012;16.320.000;18.049.999;15.930.000;17.920.000;17.920.000;0;17120000
15-11-2012;17.740.000;18.639.999;17.620.001;17.990.000;17.990.000;0;17865000
16-11-2012;17.650.000;18.500.000;16.410.000;16.410.000;16.410.000;0;17030000
19-11-2012;15.880.000;15.980.000;15.100.000;15.240.000;15.240.000;0;15560000
20-11-2012;15.110.000;15.650.000;15.060.000;15.080.000;15.080.000;0;15095000
